assignee_organization,assignee_lastknown_state,assignee_lastknown_latitude,assignee_lastknown_longitude,assignee_total_num_patents,assignee_lastknown_city,count
The United States of America as Represented by the Administrator of the National Aeronautics & Space Administration (NASA),DC,38.895,-77.0367,73,Washington,
"Mophie, Inc.",CA,33.6694,-117.822,73,Irvine,
"MiMedx Group, Inc.",GA,33.9525,-84.55,73,Marietta,
Inteplast Group Corporation,NJ,40.7958,-74.3153,73,Livingston,
Stein Industrie,MN,45.0942,-93.3561,73,Brooklyn Park,
"Airvana, Inc.",MA,42.5997,-71.3678,73,Chelmsford,
"Northrop Grumman Guidance and Electronics Company, Inc.",VA,38.8822,-77.1714,73,Falls Church,
"Vornado Air, LLC",KS,37.7139,-97.1361,73,Andover,
"DTS, Inc.",CA,34.1578,-118.637,73,Calabasas,
Livermore Software Technology Corporation,CA,37.6819,-121.767,73,Livermore,
"Precision Combustion, Inc.",CT,41.3908,-72.86,73,North Haven,
Arconic Inc.,PA,40.4406,-79.9961,73,Pittsburgh,
Infoblox Inc.,CA,37.3542,-121.954,73,Santa Clara,
"Flipboard, Inc.",CA,37.4419,-122.142,73,Palo Alto,
"Ariat International, Inc.",CA,37.5958,-122.018,73,Union City,
"X2Y Attenuators, LLC",PA,42.1292,-80.0853,72,Erie,
"Phoenix Closures, Inc.",IL,41.7858,-88.1472,72,Naperville,
Comtech EF Data Corp.,AZ,33.4147,-111.909,72,Tempe,
"The Hillman Group, Inc.",OH,39.1619,-84.4569,72,Cincinnati,
Diversified Products Corporation,PA,40.1856,-75.4519,72,Collegeville,
Paris Presents Incorporated,IL,42.3703,-87.9019,72,Gurnee,
WD Media (Singapore) Pte. Ltd.,CA,33.6694,-117.822,72,Irvine,
"SDCmaterials, Inc.",AZ,33.4147,-111.909,72,Tempe,
Adolor Corporation,MA,42.4472,-71.225,72,Lexington,
Aurora Flight Sciences Corporation,VA,38.7508,-77.4756,72,Manassas,
Humanscale Corporation,NY,40.7142,-74.0064,72,New York,
"Canon U.S.A., Inc.",NY,40.7933,-73.4156,72,Melville,
"Incipio, LLC",CA,33.6694,-117.822,72,Irvine,
The J. David Gladstone Institutes,CA,37.775,-122.418,72,San Francisco,
"AgaMatrix, Inc.",NH,42.7883,-71.2014,72,Salem,
"Thule Organization Solutions, Inc.",CO,40.1039,-105.17,72,Niwot,
Barnes Group Inc.,CT,41.6717,-72.9497,72,Bristol,
"DigitalGlobe, Inc.",CO,40.1672,-105.101,72,Longmont,
Humana Inc.,KY,38.2542,-85.7594,72,Louisville,
Aquantia Corporation,CA,37.4283,-121.906,71,Milpitas,
"Tetra Technologies, Inc.",TX,30.1578,-95.4892,71,The Woodlands,
Exergen Corporation,MA,42.3708,-71.1833,71,Watertown,
"Land O'Lakes, Inc.",MN,45.0503,-93.1564,71,Arden Hills,
"Flint Hills Scientific, LLC",KS,38.9717,-95.235,71,Lawrence,
"NcSTAR, Inc.",CA,40.6444,-80.4164,71,City of Industry,
"Tigo Energy, Inc.",CA,37.2267,-121.974,71,Los Gatos,
Canrig Drilling Technology Ltd.,TX,29.7631,-95.3631,71,Houston,
Tuthill Corporation,IN,41.1306,-85.1289,71,Fort Wayne,
Architecture Technology Corporation,MN,44.98,-93.2636,71,Minneapolis,
"Ty-Flot, Inc.",NH,42.9956,-71.4553,71,Manchester,
Nuvectra Corporation,TX,33.0197,-96.6986,71,Plano,
Baylor University,TX,31.5492,-97.1464,71,Waco,
"Clearwater International, LLC",TX,29.7631,-95.3631,71,Houston,
"Breg, Inc.",CA,33.1581,-117.35,71,Carlsbad,
"Bradshaw International, Inc.",CA,34.1064,-117.592,71,Rancho Cucamonga,
"Direct Pack, Inc.",CA,34.1336,-117.907,71,Azusa,
Tellabs Oy,IL,41.7858,-88.1472,71,Naperville,
"Harmonic, Inc.",CA,37.3394,-121.894,71,San Jose,
"Paratek Pharmaceuticals, Inc.",MA,42.3583,-71.0603,71,Boston,
"Cygnus, Inc.",GA,34.0231,-84.3617,71,Roswell,
"First Act, Inc.",MA,42.3583,-71.0603,71,Boston,
"McGuire Furniture Company, Inc.",CA,37.775,-122.418,71,San Francisco,
"Precision Energy Services, Inc.",TX,32.7253,-97.3206,71,Fort Worth,
Litel Instruments,CA,32.7153,-117.156,71,San Diego,
"Vitae Pharmaceuticals, Inc.",DE,39.7458,-75.5469,71,Wilmington,
"IBC Pharmaceuticals, Inc.",NJ,40.8217,-74.4814,71,Morris Plains,
"C.G. Bretting Manufacturing Co., Inc.",WI,46.5925,-90.8836,71,Ashland,
"Grape Technology Group, Inc.",PA,40.6258,-75.3708,71,Bethlehem,
IPS GROUP INC.,CA,32.7153,-117.156,71,San Diego,
"Enpulz, L.L.C.",TX,30.2669,-97.7428,71,Austin,
"Hamilton Sundstrand Space Systems International, Inc.",CT,41.9292,-72.6278,71,Windsor Locks,
Lincoln Industrial Corporation,MO,38.627,-90.1994,71,St. Louis,
Huntsman Advanced Materials Americas Inc.,TX,30.1578,-95.4892,71,The Woodlands,
Massachusetts Mutual Life Insurance Company,MA,42.1014,-72.5903,71,Springfield,
"Mi-Jack Products, Inc.",IL,41.5717,-87.6944,70,Hazel Crest,
"Ocean Spray Cranberries, Inc.",MA,41.8459,-70.9495,70,Lakeville-Middleboro,
"Kineto Wireless, Inc.",TX,32.9481,-96.7294,70,Richardson,
"Bailey Nurseries, Inc.",MN,44.8664,-93.0003,70,Newport,
Southern California Edison Company,CA,33.7592,-118.006,70,Westminster,
"Victoria's Secret Stores Brand Management, Inc.",OH,39.9547,-82.8122,70,Reynoldsburg,
Vical Incorporated,CA,32.7153,-117.156,70,San Diego,
"INTERRAD Medical, Inc.",MN,45.0106,-93.4553,70,Plymouth,
Hobart Brothers Company,OH,40.0394,-84.2033,70,Troy,
King Technology,MN,44.925,-93.4625,70,Hopkins,
Trex Enterprises Corp.,CA,32.7153,-117.156,70,San Diego,
"Amsted Rail Company, Inc.",IL,41.85,-87.65,70,Chicago,
"Energizer Brands, LLC",MO,38.627,-90.1994,70,St. Louis,
"LIGHTLAB IMAGING, INC.",MA,42.5792,-71.4383,70,Westford,
"Rochester Gauges, Inc.",TX,32.7833,-96.8,70,Dallas,
Crimson Corporation,DE,39.1581,-75.5247,70,Dover,
Hickory Springs Manufacturing Company,NC,35.7331,-81.3414,70,Hickory,
"Agri-Cover, Inc.",ND,46.9106,-98.7081,70,Jamestown,
"Senko Advanced Components, Inc.",MA,42.3458,-71.5528,70,Marlborough,
Tuftco Corporation,TN,35.0456,-85.3097,70,Chattanooga,
Robinson Home Products Inc.,NY,42.9639,-78.7381,70,Williamsville,
Tilera Corporation,MA,42.2694,-71.6167,70,Westborough,
"Bioptigen, Inc.",NC,35.8233,-78.8258,70,Morrisville,
"Aerojet Rocketdyne of DE, Inc.",CA,38.5892,-121.302,70,Rancho Cordova,
University of Alabama in Huntsville,AL,34.7303,-86.5861,70,Huntsville,
"Landis+Gyr Innovations, Inc.",GA,34.0753,-84.2942,70,Alpharetta,
"Plant Sciences, Inc.",CA,36.9103,-121.756,70,Watsonville,
Musculoskeletal Transplant Foundation,NJ,40.5186,-74.4125,70,Edison,
GE Global Sourcing LLC,CT,41.1175,-73.4083,70,Norwalk,
Cirque Corporation,UT,40.7608,-111.89,70,Salt Lake City,
Teknor Apex Company,RI,41.8786,-71.3831,70,Pawtucket,
The Sun Products Corporation,CT,41.1953,-73.4383,70,Wilton,
"BE Intellectual Property, Inc.",FL,26.6583,-80.2417,70,Wellington,
"Raffel Systems, LLC",WI,43.2286,-88.1103,70,Germantown,
"Medical Diagnostic Laboratories, LLC",NJ,40.5061,-74.6206,70,Hamilton,
"DFINE, Inc.",UT,40.5622,-111.929,70,South Jordan,
"ArcSoft, Inc.",CA,37.5483,-121.988,70,Fremont,
"Achillion Pharmaceuticals, Inc.",CT,41.3081,-72.9286,69,New Haven,
"Graphic Packaging International, LLC",GA,33.7489,-84.3881,69,Atlanta,
"TerraPower, LLC",WA,47.6106,-122.199,69,Bellevue,
"Parallel Wireless, Inc.",NH,42.7653,-71.4681,69,Nashua,
Hi-Shear Corporation,CA,33.8358,-118.34,69,Torrance,
"Estee Lauder, Inc.",NY,40.7142,-74.0064,69,New York,
"ViOptix, Inc.",CA,37.5297,-122.039,69,Newark,
Intelleflex Corporation,CA,37.3394,-121.894,69,San Jose,
Smiths Detection Inc.,MD,39.4186,-76.2947,69,Edgewood,
Gilead Pharmasset LLC,CA,37.5586,-122.27,69,Foster City,
Woods Hole Oceanographic Institution,MA,41.5264,-70.6736,69,Woods Hole,
"Cercacor Laboratories, Inc.",CA,33.6694,-117.822,69,Irvine,
Oatey Co.,OH,41.4994,-81.6956,69,Cleveland,
Zodiac Seats US LLC,TX,33.6258,-97.1331,69,Gainesville,
SONY NETWORK ENTERTAINMENT INTERNATIONAL LLC,CA,34.0522,-118.243,69,Los Angeles,
"Se-Kure Controls, Inc.",IL,41.9353,-87.8656,69,Franklin Park,
Andis Company,WI,42.6981,-87.8944,69,Sturtevant,
"Hydro-Aire, Inc.",CA,34.1808,-118.308,69,Burbank,
The J.M. Smucker Company,OH,40.8436,-81.7642,69,Orrville,
"Bedford Industries, Inc.",MN,43.62,-95.5961,69,Worthington,
"Damaka, Inc.",TX,32.9481,-96.7294,69,Richardson,
"Shape Security, Inc.",CA,37.3861,-122.083,69,Mountain View,
Luna Innovations Incorporated,VA,37.2708,-79.9417,69,Roanoke,
Monrovia Nursery Company,CA,34.1336,-117.907,69,Azusa,
"Sonics, Inc.",CA,37.4283,-121.906,69,Milpitas,
"Transgenomic, Inc.",NE,41.2586,-95.9375,69,Omaha,
Milgard Manufacturing Incorporated,WA,47.2531,-122.443,68,Tacoma,
"Mizuno USA, Inc.",GA,33.9411,-84.2136,68,Norcross,
"Cantor Index, LLC",NY,40.7142,-74.0064,68,New York,
BLUE CUBE IP LLC,MO,38.6425,-90.3236,68,Clayton,
RadioShack Corporation,TX,32.7253,-97.3206,68,Fort Worth,
Columbus McKinnon Corporation,NY,43.0239,-78.7681,68,Getzville,
"Wm. T. Burnett & Co., Inc.",MD,39.2903,-76.6125,68,Baltimore,
U.S. Smokeless Tobacco Company,VA,37.5536,-77.4606,68,Richmond,
Neonode Inc.,CA,37.3394,-121.894,68,San Jose,
"Enventure Global Technology, LLC",TX,29.7631,-95.3631,68,Houston,
Koss Corporation,WI,43.0389,-87.9064,68,Milwaukee,
"AMSA, Inc.",CO,40.015,-105.27,68,Boulder,
"Rock-Tenn Shared Services, LLC",GA,33.9411,-84.2136,68,Norcross,
"VoiceBox Technologies, Inc.",WA,47.6101,-122.201,68,Bellvue,
"TT Technologies, Inc.",IL,41.7606,-88.32,68,Aurora,
Johnstech International Corporation,MN,44.98,-93.2636,68,Minneapolis,
Verenium Corporation,CA,32.7153,-117.156,68,San Diego,
II-VI Incorporated,PA,40.7539,-79.8103,68,Saxonburg,
"NIO USA, Inc.",CA,37.3394,-121.894,68,San Jose,
"Express Scripts, Inc.",MO,38.627,-90.1994,68,St. Louis,
"Raven Industries, Inc.",SD,43.55,-96.7,68,Sioux Falls,
"AMI Industries, Inc.",CO,38.8339,-104.821,68,Colorado Springs,
"Blackstone Medical, Inc.",TX,33.0461,-96.9939,68,Lewisville,
"Vernay Laboratories, Inc.",GA,33.6533,-84.4494,68,College Park,
UTC Fire & Security Corporation,CT,41.7197,-72.8325,68,Farmington,
"Sotera Wireless, Inc.",CA,32.7153,-117.156,68,San Diego,
ACADIA Pharmaceuticals Inc.,CA,32.7153,-117.156,68,San Diego,
"Terumo BCT, Inc.",CO,39.7047,-105.081,68,Lakewood,
"Endocare, Inc.",TX,30.2669,-97.7428,68,Austin,
"Foret Plasma Labs, LLC",TX,30.1578,-95.4892,67,The Woodlands,
"Venturedyne, Ltd.",WI,43.0806,-88.2611,67,Pewaukee,
"Amicus Therapeutics, Inc.",NJ,40.3161,-74.5142,67,Cranbury,
"Span-America Medical Systems, Inc.",SC,34.8525,-82.3942,67,Greenville,
Security First Corp.,CA,33.6408,-117.602,67,Rancho Santa Margarita,
"Kurt Manufacturing Company, Inc.",MN,44.98,-93.2636,67,Minneapolis,
"Amphipod, Inc.",WA,47.6064,-122.331,67,Seattle,
Virginia Polytechnic Institute and State University,VA,37.2294,-80.4142,67,Blacksburg,
Quidel Corporation,CA,32.7153,-117.156,67,San Diego,
"TQ Delta, LLC",TX,30.2669,-97.7428,67,Austin,
"NextLabs, Inc.",CA,37.5631,-122.324,67,San Mateo,
Baylor Research Institute,TX,32.7833,-96.8,67,Dallas,
"Amesbury Group, Inc.",MA,42.8583,-70.9306,67,Amesbury,
"Neocific, Inc.",WA,47.6106,-122.199,67,Bellevue,
"Keurig Green Mountain, Inc.",MA,42.5047,-71.1961,67,Burlington,
Glaukos Corporation,CA,33.4269,-117.611,67,San Clemente,
"Staar Surgical Company, Inc.",CA,34.1481,-117.998,67,Monrovia,
"Voyetra Turtle Beach, Inc.",NY,41.0747,-73.7756,67,Valhalla,
"Dynasty Footwear, Ltd.",CA,33.9192,-118.416,67,El Segundo,
"Control Components, Inc.",CA,33.6408,-117.602,67,Rancho Santa Margarita,
"W.W. Grainger, Inc.",IL,42.2586,-87.8406,67,Lake Forest,
Dow Technology Investments LLC,MI,43.6156,-84.2472,67,Midland,
"MorphoTrust USA, LLC",MA,42.5583,-71.2694,67,Billerica,
Repligen Corporation,MA,42.3764,-71.2361,67,Waltham,
"Banpil Photonics, Inc.",CA,37.3542,-121.954,67,Santa Clara,
Pfizer Products Inc.,CT,41.35,-72.0789,67,Groton,
Leland Stanford Junior University,CA,37.4419,-122.142,67,Palo Alto,
Covestro LLC,PA,40.4406,-79.9961,67,Pittsburgh,
"ThermoTek, Inc.",TX,33.0144,-97.0967,67,Flower Mound,
"Lamps Plus, Inc.",CA,34.2572,-118.6,67,Chatsworth,
Sukup Manufacturing Company,IA,42.8933,-93.215,67,Sheffield,
"Morphotek, Inc.",PA,40.0289,-75.6211,67,Exton,
"Kotura, Inc.",CA,34.0625,-118.122,67,Monterey Park,
Island Intellectual Property LLC,NY,40.7978,-73.7,67,Manhasset,
"Bestop, Inc.",CO,39.9778,-105.131,67,Louisville,
"Mortarless Technologies, LLC",MN,44.0217,-92.4697,67,Rochester,
"KiOR, Inc.",TX,29.6908,-95.2089,66,Pasadena,
"Fres-co System USA, Inc.",PA,40.3219,-75.3283,66,Telford,
Hittite Microwave Corporation,MA,42.5997,-71.3678,66,Chelmsford,
"SkyCross, Inc.",CA,37.3394,-121.894,66,San Jose,
"SKIP HOP, INC.",NY,40.7142,-74.0064,66,New York,
"Veniam, Inc.",CA,37.3861,-122.083,66,Mountain View,
KEE Action Sports I LLC,NJ,39.7664,-75.1447,66,Sewell,
"Perceptron, Inc.",MI,42.3714,-83.4703,66,Plymouth,
"Synthetic Genomics, Inc.",CA,32.8472,-117.273,66,La Jolla,
"Kai U.S.A., Ltd.",OR,45.3842,-122.763,66,Tualatin,
"POET Research, Inc.",SD,43.55,-96.7,66,Sioux Falls,
Eyelock LLC,NY,40.7142,-74.0064,66,New York,
Husky Corporation,MO,38.4819,-90.7414,66,Pacific,
E-L Management Corp.,NY,40.7142,-74.0064,66,New York,
"Consolidated Edison Company of New York, Inc.",NY,40.7142,-74.0064,66,New York,
Evernote Corporation,CA,37.4853,-122.235,66,Redwood City,
Airbiquity Inc.,WA,47.6064,-122.331,66,Seattle,
Indigo N.V.,MA,42.3583,-71.0603,66,Boston,
Anthrogenesis Corporation,NJ,40.6342,-74.5005,66,Warren,
Sparton Corporation,IL,42.0333,-88.0833,66,Schaumburg,
"Electronic Theatre Controls, Inc.",WI,43.0972,-89.5042,66,Middleton,
"Atheer, Inc.",CA,37.3861,-122.083,66,Mountain View,
WiSys Technology Foundation,WI,43.0731,-89.4011,66,Madison,
"The Schepens Eye Research Institute, Inc.",MA,42.3583,-71.0603,66,Boston,
"PCTEL, Inc.",IL,41.9575,-88.0808,66,Bloomingdale,
"Crucible Intellectual Property, LLC",CA,33.6408,-117.602,66,Rancho Santa Margarita,
"U.S. Natural Resources, Inc.",WA,45.9047,-122.743,66,Woodland,
"Spiration, Inc.",WA,47.6742,-122.12,66,Redmond,
"Cardiovascular Systems, Inc.",MN,45.0656,-93.2017,66,New Brighton,
The Translational Genomics Research Institute,AZ,33.4483,-112.073,66,Phoenix,
"Incipio Technologies, Inc.",CA,33.6694,-117.822,66,Irvine,
"Abraxis BioScience, LLC",NJ,40.7414,-74.36,65,Summit,
Ansell Healthcare Products LLC,NJ,40.5753,-74.3228,65,Iselin,
Graff Faucets,WI,43.0389,-87.9064,65,Milwaukee,
"Quantenna Communications, Inc.",CA,37.3394,-121.894,65,San Jose,
"Bretford Manufacturing, Inc.",IL,41.9353,-87.8656,65,Franklin Park,
Lindsay Corporation,NE,41.2586,-95.9375,65,Omaha,
"Switch Bulb Company, Inc.",CA,37.3394,-121.894,65,San Jose,
Kaiser Optical Systems,MI,42.2708,-83.7264,65,Ann Arbor,
Borland Software Corporation,TX,30.2669,-97.7428,65,Austin,
Los Angeles Biomedical Research Institute at Harbor-UCLA Medical Center,CA,33.8358,-118.34,65,Torrance,
BAIDU USA LLC,CA,37.3689,-122.035,65,Sunnyvale,
"Adaptive Computing Enterprises, Inc.",UT,40.2339,-111.658,65,Provo,
Old Dominion University Research Foundation,VA,36.8467,-76.2856,65,Norfolk,
"Hunter's Manufacturing Co., Inc.",OH,41.0231,-81.3475,65,Suffield,
Morehouse School of Medicine,GA,33.7489,-84.3881,65,Atlanta,
"C&D ZODIAC, INC.",CA,33.6603,-117.998,65,Huntington Beach,
The Sollami Company,IL,37.8031,-89.0275,65,Herrin,
Tredegar Film Products Corporation,VA,37.5536,-77.4606,65,Richmond,
"Vidyo, Inc.",NJ,40.8858,-74.0439,65,Hackensack,
"Tosoh SMD, Inc.",OH,39.8814,-83.0931,65,Grove City,
Xenogen Corporation,CA,37.7653,-122.241,65,Alameda,
The Wheel Group,CA,34.0633,-117.65,65,Ontario,
Compuware Corporation,MI,42.3314,-83.0458,65,Detroit,
Whiteside Mfg. Co.,OH,40.2986,-83.0681,65,Delaware,
Control Solutions LLC,IL,41.7606,-88.32,65,Aurora,
"Thorlabs, Inc.",NJ,41.0581,-74.7531,65,Newton,
"Wavefront Research, Inc.",PA,40.6861,-75.4972,65,Northampton,
"Tango Networks, Inc.",TX,33.0197,-96.6986,65,Plano,
"Mendel Biotechnology, Inc.",CA,37.6689,-122.08,65,Hayward,
Gmedelaware 2 LLC,PA,40.1278,-75.4322,65,Audubon,
Rich Products Corporation,NY,42.8864,-78.8786,65,Buffalo,
"D B Industries, LLC",MN,44.9531,-92.995,65,Maplewood,
"Planar Systems, Inc.",OR,45.4872,-122.802,65,Beaverton,
"Bently Nevada, LLC",NV,38.9542,-119.765,65,Minden,
"Carling Technologies, Inc.",CT,41.6744,-72.8586,65,Plainville,
"Aero Industries, Inc.",IN,39.7683,-86.1581,65,Indianapolis,
"T-Ram, Inc.",MI,42.3714,-83.4703,65,Plymouth,
"Cadillac Jack, Inc.",GA,34.0028,-84.1447,65,Duluth,
"Portola Pharmaceuticals, Inc.",CA,37.6547,-122.407,65,South San Francisco,
Hydril USA Manufacturing LLC,TX,29.7631,-95.3631,65,Houston,
Dorner Mfg. Corp.,WI,43.105,-88.3419,65,Hartland,
Sterilite Corporation,MA,42.6667,-71.7056,65,Townsend,
"World Factory, Inc.",TX,32.9411,-97.1339,65,Southlake,
"Runway Blue, LLC",UT,40.4533,-111.777,65,Alpine,
Olympus NDT,MA,42.3764,-71.2361,64,Waltham,
"Winview, Inc.",CA,41.4301,-73.6801,64,Carmel,
"LMK Technologies, LLC",IL,41.3456,-88.8425,64,Ottawa,
"JMP Industries, Inc.",OH,41.4994,-81.6956,64,Cleveland,
Nordco Inc.,WI,42.8858,-87.8631,64,Oak Creek,
Cardiac Science Corporation,WI,43.0117,-88.2314,64,Waukesha,
HORIZON GLOBAL AMERICAS INC.,MI,42.3714,-83.4703,64,Plymouth,
"Woodhead Industries, Inc.",IL,41.8011,-88.0747,64,Lisle,
"R.P. Scherer Technologies, Inc.",NV,36.175,-115.136,64,Las Vegas,
"CAO Group, Inc.",UT,40.6097,-111.938,64,West Jordan,
"Stoneridge Control Devices, Inc.",MA,42.1583,-71.1453,64,Canton,
"Home Box Office, Inc.",NY,40.7142,-74.0064,64,New York,
"Bigfoot Biomedical, Inc.",CA,37.4283,-121.906,64,Milpitas,
"Wagic, Inc.",CA,37.3394,-121.894,64,San Jose,
Incase Designs Corp.,CA,33.6694,-117.822,64,Irvine,
Teledyne Technologies Incorporated,CA,34.1706,-118.837,64,Thousand Oaks,
"Lowe's Companies, Inc.",NC,35.5847,-80.8103,64,Mooresville,
Montana State University,MT,45.6797,-111.038,64,Bozeman,
"Smith Micro Software, Inc.",CA,33.6083,-117.744,64,Aliso Viejo,
"Zinus, Inc.",CA,37.7397,-121.424,64,Tracy,
"Cool Gear International, LLC",MA,41.9583,-70.6678,64,Plymouth,
Safe Flight Instrument Corporation,NY,41.0339,-73.7633,64,White Plains,
"Live Nation Entertainment, Inc.",CA,34.0736,-118.399,64,Beverly Hills,
SurfaTech Corporation,GA,33.9561,-83.9881,64,Lawrenceville,
"Solexel, Inc.",CA,37.4283,-121.906,64,Milpitas,
"Michigan Tube Swagers & Fabricators, Inc.",MI,41.7792,-83.5689,64,Temperance,
"Indian Industries, Inc.",IN,37.9747,-87.5558,64,Evansville,
"Philips Solid-State Lighting Solutions, Inc.",MA,42.5047,-71.1961,64,Burlington,
Shaw Industries Ltd.,GA,34.7697,-84.9703,64,Dalton,
"Translucent, Inc.",CA,37.4419,-122.142,64,Palo Alto,
Tescom Corporation,MN,45.3039,-93.5669,64,Elk River,
"Aurrion, Inc.",CA,34.4358,-119.827,64,Goleta,
"Supernus Pharmaceuticals, Inc.",MD,39.0839,-77.1531,64,Rockville,
"Acacia Communications, Inc.",MA,42.4333,-71.45,64,Maynard,
NOVA Chemicals Inc.,PA,40.517,-80.2213,64,Moon Township,
Datamax-O'Neil Corporation,FL,28.5381,-81.3794,64,Orlando,
,AL,34.7447,-87.6675,64,Muscle Shoals,
,CA,37.5203,-122.275,64,Belmont,
NeoPhotonics Corporation,CA,37.3394,-121.894,63,San Jose,
"JST Performance, LLC",AZ,33.3528,-111.788,63,Gilbert,
Numerex Corp.,GA,33.7489,-84.3881,63,Atlanta,
Verizon Digital Media Services Inc.,VA,38.9516,-77.4481,63,Dulles,
Levi Strauss & Co.,CA,37.775,-122.418,63,San Francisco,
"LightSail Energy, Inc.",CA,37.8717,-122.272,63,Berkeley,
"Clontech Laboratories, Inc.",CA,37.3861,-122.083,63,Mountain View,
Brita LP,CA,37.8044,-122.27,63,Oakland,
"Dwyer Instruments, Inc.",IN,41.7075,-86.895,63,Michigan City,
"AntiCancer, Inc.",CA,32.7153,-117.156,63,San Diego,
"Cryptography Research, Inc.",CA,37.3689,-122.035,63,Sunnyvale,
Strattec Security Corporation,WI,43.0389,-87.9064,63,Milwaukee,
"Micro Technology, Inc.",ID,43.6136,-116.202,63,Boise,
"CVRx, Inc.",MN,44.98,-93.2636,63,Minneapolis,
"The Young Industries, Inc.",PA,41.2056,-76.7858,63,Muncy,
IPS Corporation,TN,35.0419,-89.6644,63,Collierville,
"MAC Valves, Inc.",MI,42.5247,-83.5364,63,Wixom,
AGS LLC,NV,36.175,-115.136,63,Las Vegas,
"Experian Information Solutions, Inc.",CA,33.6411,-117.918,63,Costa Mesa,
Medicis Pharmaceutical Corporation,NJ,40.594,-74.6049,63,Bridgewater,
GLOBALFOUNDRIES U.S. 2 LLC,NY,41.5839,-73.8092,63,Hopewell Junction,
"Johnson Research & Development Company, Inc.",GA,33.7489,-84.3881,63,Atlanta,
Milsco Manufacturing Company,WI,43.0389,-87.9064,63,Milwaukee,
"ITG Software Solutions, Inc.",CA,34.0211,-118.396,63,Culver City,
"Designetics, Inc.",OH,41.6217,-83.7117,63,Holland,
"Solazyme, Inc.",CA,37.6547,-122.407,63,South San Francisco,
"Fuel Tech, Inc.",IL,41.8178,-88.1733,63,Warrenville,
"Battenfeld Technologies, Inc.",MO,38.9517,-92.3339,63,Columbia,
"Coinstar, Inc.",WA,47.6106,-122.199,63,Bellevue,
Barclays Capital Inc.,NY,40.7142,-74.0064,63,New York,
"Sarepta Therapeutics, Inc.",MA,42.375,-71.1061,63,Cambridge,
"American Covers, Inc.",UT,40.5247,-111.863,63,Draper,
Perceptive Pixel Inc.,WA,47.6742,-122.12,63,Redmond,
"OREN TECHNOLOGIES, LLC",TX,29.7631,-95.3631,63,Houston,
"Superior Industries International, Inc.",MN,45.5861,-95.9136,63,Morris,
"Facet Technologies, LLC",GA,33.7489,-84.3881,63,Atlanta,
McConway & Torley Corporation,TX,32.7833,-96.8,63,Dallas,
"Free-Flow Packaging International, Inc.",CA,37.5483,-121.988,63,Fremont,
CALLAHAN CELLULAR L.L.C.,DE,39.7458,-75.5469,63,Wilmington,
Valve Corporation,WA,47.6106,-122.199,63,Bellevue,
"Bruker Daltonics, Inc.",MA,42.5583,-71.2694,63,Billerica,
Tremco Incorporated,OH,41.4644,-81.5089,63,Beachwood,
"Irvin Automotive Products, Inc.",MI,42.6389,-83.2911,63,Pontiac,
Control4 Corporation,UT,40.7608,-111.89,63,Salt Lake City,
Omeros Corporation,WA,47.6064,-122.331,63,Seattle,
Wellstat Therapeutics Corporation,MD,39.0839,-77.1531,63,Rockville,
Scientific Drilling International,TX,29.7631,-95.3631,63,Houston,
Greatbatch Medical S.A.,NY,42.9767,-78.5922,63,Clarence,
"Integrated Vascular Systems, Inc.",IL,42.3045,-87.8961,63,Abbott Park,
"Scott Technologies, Inc.",FL,26.3583,-80.0833,63,Boca Raton,
"Genetronics, Inc.",CA,32.7153,-117.156,63,San Diego,
Aviation Communication & Surveillance Systems LLC,AZ,33.4483,-112.073,63,Phoenix,
Masco Bath Corporation,NJ,39.9669,-74.9431,62,Moorestown,
"SuccessFactors, Inc.",CA,37.6547,-122.407,62,South San Francisco,
"Magnetrol International, Inc.",IL,41.7606,-88.32,62,Aurora,
"Pine Valley Investments, Inc.",NV,36.175,-115.136,62,Las Vegas,
Fram Group IP LLC,IL,42.2586,-87.8406,62,Lake Forest,
"Aspen Technology, Inc.",MA,42.4906,-71.2767,62,Bedford,
Cardinal IG Company,MN,44.8547,-93.4706,62,Eden Prairie,
"Adaptive Spectrum and Signal Alignment, Inc.",CA,37.4853,-122.235,62,Redwood City,
"Causam Energy, Inc.",NC,35.7719,-78.6389,62,Raleigh,
"Tepha, Inc.",MA,42.4472,-71.225,62,Lexington,
"Alloy Surfaces Company, Inc.",PA,39.85,-75.3974,62,Chester Township,
"Twin Disc, Incorporated",WI,42.7261,-87.7828,62,Racine,
MATTERSIGHT CORPORATION,IL,41.85,-87.65,62,Chicago,
